name,latitude,longitude,room type,price,reviews per month
The Artist's Experience,40.76425,-73.99162,Private room,99,6.61
Private Guestroom in Landmark Bklyn Brownstone,40.67619,-73.94936,Entire home/apt,90,6.61
Parkside Place,40.87448,-73.87412,Entire home/apt,200,6.61
Clean Room in Bushwick Brooklyn,40.69179,-73.91404,Private room,45,6.61
Hospitality on Propsect Pk-12 yrs Hosting Legally!,40.65513,-73.95641,Private room,43,6.62
"Comfy 1-Bedroom, Just a block from the Subway!",40.77487,-73.91196,Entire home/apt,120,6.62
Café DuChill — now supporting ASPCA,40.71528,-73.95365,Private room,55,6.62
2 - Private room in Yogi's BIG Midtown Manhattan,40.74138,-73.98168,Private room,115,6.63
"Spacious 2 BR Clinton Hill Apartment-Brooklyn, NY",40.67923,-73.96286,Entire home/apt,139,6.64
"Cozy private room Astoria 10min to LGA, Manhattan",40.76818,-73.9278,Private room,40,6.64
"NYC SkyLoft on Central Park, balcony w/ city view",40.79844,-73.94747,Private room,125,6.64
L Bright & Cozy & Modern room 30 mins to Manhattan,40.6921,-73.93502,Private room,59,6.65
Manhattan Artist residency room,40.78062,-73.95173,Private room,89,6.65
Modern 3 Bedroom with Private Backyard,40.71992,-73.98472,Entire home/apt,550,6.67
COZY GUEST ROOM,40.58889,-73.94797,Private room,32,6.67
Modern Room in Brooklyn,40.70069,-73.9384,Private room,65,6.67
Private room in Mckibbin Lofts. Rooftop access,40.70621,-73.93663,Private room,70,6.67
Cutely designed room in Williamsburg apartment,40.71216,-73.94246,Private room,70,6.67
NEW ! Chic Designer Blue,40.71329,-73.98787,Private room,89,6.67
Comfortable room at Brooklyn close to the subway,40.67757,-73.91314,Private room,58,6.67
*Family Friendly* Room I Rooftop BAR I Near Macys,40.74708,-73.98513,Private room,100,6.67
Bk's Finest City life close to Transportation,40.69499,-73.9283,Private room,45,6.68
WeLive Wall Street -- 4 Bedroom,40.70458,-74.00755,Entire home/apt,425,6.68
Centrally Located Comfy 2BR Midtown Apartment,40.76716,-73.98779,Entire home/apt,295,6.68
CentralPark/ Upper west /Columbia University,40.80007,-73.95981,Entire home/apt,234,6.69
LG Private Room/Family Friendly,40.70283,-73.92131,Private room,60,6.7
Entire Place in Prime Brooklyn Neighborhood,40.65774,-73.99927,Entire home/apt,89,6.7
South Harlem Share,40.80306,-73.95508,Private room,65,6.7
Private room in Williamsburg. Very close to train!,40.71326,-73.94947,Private room,99,6.71
PRIVATE room w/PARKING included-15Min to LGA&JFK!!,40.74538,-73.83489,Private room,49,6.71
The Yorkville Club House,40.78045,-73.94688,Private room,105,6.71
Private room,40.69318,-73.83418,Private room,60,6.71
You can live in the center of Manhattan!,40.74945,-73.98762,Private room,119,6.72
Mi casa es tu casa! Cozy & comfortable!,40.85505,-73.89238,Private room,40,6.72
Modern and Spacious Brooklyn Apartment,40.68857,-73.9384,Entire home/apt,160,6.72
entire sunshine of the spotless mind room,40.68234,-73.91318,Private room,49,6.73
1B. Studio & Stay 30 minutes to Midtown Manhattan,40.83513,-73.91093,Private room,50,6.73
Village: Cozy Spacious Condo.,40.73458,-74.00361,Entire home/apt,500,6.73
Private Micro Room  1,40.76296,-73.99565,Private room,70,6.74
VAL'S PLACE,40.65567,-73.73076,Private room,65,6.75
"‘’AROUND THE CORNER’’  QUEENS, NY",40.7282,-73.89135,Entire home/apt,90,6.75
"Bright, quiet, cozy 1BR by C Park!",40.77571,-73.97757,Entire home/apt,195,6.76
Harlem Quite haven 15 minutes to Time Square !!!!!,40.81826,-73.93882,Private room,70,6.76
Warm and Inviting 1 Bedroom In Fort Greene,40.69658,-73.97116,Entire home/apt,95,6.77
Your cozy space in Brooklyn,40.66884,-73.95957,Private room,40,6.77
Large and bright room 15 min away from Manhattan,40.76649,-73.92643,Private room,74,6.77
Newly Furnished 1BD Near Train!,40.77536,-73.90781,Entire home/apt,120,6.78
Co-op Apartment in The Lombardy Hotel- 300 sq. ft.,40.76033,-73.96946,Entire home/apt,270,6.78
Private room two blocks from Times Square.,40.76291,-73.98976,Private room,105,6.78
KINGS THEATER! MODERN PRIVATE ROOM WITH AMENITIES!,40.6458,-73.95392,Private room,60,6.78
Location is Everything. And Quiet Too!,40.76444,-73.98965,Private room,103,6.79
Private East Village Bedroom &Roof Deck(manhattan),40.72951,-73.98239,Private room,90,6.79
"Modern, Clean 1 bedroom Apartment in Bushwick",40.68911,-73.91581,Entire home/apt,89,6.79
Tranquility Stay-cation with private pool,40.7177,-73.78689,Entire home/apt,135,6.8
South Bronx Oasis - Stunning 1 Bedroom Apartment,40.82718,-73.90241,Entire home/apt,90,6.8
The Perfect Room 1 stop to East Village!,40.71435,-73.96292,Private room,102,6.8
Home Away from home,40.8637,-73.89236,Entire home/apt,107,6.8
BEAUTIFUL CONDO IN HEART OF HELLS KITCHEN !!,40.76468,-73.98785,Private room,160,6.8
Shared Room in Manhattan,40.76436,-73.99153,Shared room,60,6.82
Romantic Brand New Oceanfront Studio in Arverne,40.58927,-73.79514,Private room,100,6.82
Mott Haven Dorm FF,40.80858,-73.93164,Shared room,28,6.82
New York City cozy creative,40.76117,-73.96019,Private room,96,6.83
"#3 Cozy Studio , 2 blocks from Central Park",40.78878,-73.94838,Entire home/apt,165,6.83
Best Futon in Brooklyn/ Minimal Apt,40.66568,-73.95386,Private room,34,6.84
3 bedroom luxury Apt by TimeSquare & Grand Central,40.75097,-73.97895,Entire home/apt,515,6.84
Modern Bright Private Entry 3min to TRAIN near JFK,40.66399,-73.91913,Private room,45,6.86
Beautiful Brooklyn Vintage Townhouse Apartment,40.68327,-73.91797,Entire home/apt,120,6.86
Shay's Place #2 ( Studio Apt. ) 5 mins from JFK,40.66648,-73.76286,Entire home/apt,90,6.87
★Modern 2BDR WITH BIG PATIO in Upper East!★,40.77655,-73.94787,Entire home/apt,264,6.87
"Cozy studio is all you need, 20 mins to Manhattan",40.76184,-73.91443,Private room,109,6.88
RM#2-Bright room w/balcony 30 mins NYC & airports,40.71686,-73.79742,Private room,67,6.88
Bed-Stuy Style & Comfort 2bed Private Living Space,40.68792,-73.92411,Entire home/apt,170,6.9
Spacious private room near central park,40.79012,-73.94333,Private room,60,6.9
Newly Renovated/Historic-Landmarked Brownstone!,40.82621,-73.94549,Entire home/apt,95,6.9
Basement private room w/AC near LaGuardia Airport,40.75849,-73.87068,Private room,50,6.91
Charming 2 Bedroom home close to Airport and City,40.76745,-73.87915,Entire home/apt,125,6.92
Best location Just 5 min to MANHATTAN,40.70999,-73.96097,Private room,70,6.92
“Mi casa es tu casa” “My home is your home” NYC,40.74376,-73.7942,Entire home/apt,150,6.92
Greenpoint - Sun Filled Room in Unique Loft Space,40.72563,-73.95656,Private room,65,6.92
Cozy Beautiful 2 bedrooms apartment.,40.7561,-73.99097,Entire home/apt,300,6.92
Homey and comfy room by LGA,40.75739,-73.88144,Private room,59,6.94
"Elegant private room with ROOFTOP, close to train",40.66302,-73.9457,Private room,70,6.94
Manhattan Lux Loft.Like.Love.Lots.Look !,40.71921,-73.99116,Private room,99,6.95
Hamilton Heights - West Harlem Studio,40.82437,-73.95177,Entire home/apt,95,6.95
"""San-Paraíso"" 80s curated Retro 3 Bedroom LES Pad",40.71499,-73.98986,Private room,290,6.96
Private bedroom 3 stops from Grand Central,40.8114,-73.92747,Private room,60,6.96
"Super Great Bright Room, 15mins to NYC w/ desk",40.69751,-73.93582,Private room,120,6.96
Luxury meets comfort in the heart of Williamsburg!,40.71361,-73.94804,Private room,109,6.97
Home away from home,40.63382,-73.90502,Entire home/apt,155,6.97
Anita’s Funky Master Bedroom on Ocean Parkway,40.64196,-73.97467,Private room,62,6.97
Private 4D Room in 4BR/2BA APT in Hell's Kitchen,40.75981,-73.99011,Private room,105,6.99
KING Room w Private Entrance - Times Square,40.75759,-73.99006,Private room,45,6.99
Elegant bedroom 8 mins-JFK&the mall,40.68615,-73.78747,Private room,80,7
"NO XTRA FEES, 30 min To Grand Central:Pvt Entrance",40.89811,-73.85543,Private room,55,7
Best Deal in Brooklyn Bedroom with own Bathroom,40.65625,-73.9218,Private room,80,7
One stop away from manhattan,40.7073,-73.95739,Private room,85,7
The best building in Bed-Stuy,40.69266,-73.94431,Entire home/apt,60,7
"Luxury, Gorgeous 1-Bed Apt in Hell's Kitchen",40.76615,-73.98882,Entire home/apt,239,7
Gorgeous Studio Apt in the area of K-TOWN,40.74669,-73.98749,Entire home/apt,180,7
"UWS beauty, quaint, Central Park is 1 block",40.78373,-73.97321,Entire home/apt,150,7
HUGE LGBT Townhouse w KingBed & Backyard @Bushwick,40.70528,-73.90896,Entire home/apt,350,7
Amazing Charm 1 bedroom Convertible 2 bedroom,40.76457,-73.98796,Entire home/apt,300,7
Upper West Side Sweet&Cozy STUDIO,40.79836,-73.96784,Entire home/apt,135,7
Sunny Spacious Room in UWS near Central Park,40.80155,-73.96732,Private room,150,7
Best Value ❤ Memorable Vacation in NYC,40.76537,-73.98375,Entire home/apt,320,7
"Luxury, Cozy & Modern apartment in Brooklyn",40.7191,-73.94494,Entire home/apt,190,7
"Sunny, Comfortably Cozy, Private Room",40.64567,-73.89091,Private room,45,7
Centrally located spacious 1-bedroom apartment,40.74942,-73.9817,Entire home/apt,95,7
Large bedroom with private bathroom is suit,40.6838,-73.92854,Private room,75,7
Prime Location! The Mid/Upper East side Grey Room,40.76258,-73.96252,Private room,150,7.01
Bedroom & common area w/ private back yard.,40.68881,-73.91992,Private room,50,7.01
Private Room with Own Entrance in Williamsburg!,40.71247,-73.94915,Private room,93,7.01
Cozy Boutique Studio | Heart of NYC,40.74284,-73.97967,Entire home/apt,150,7.02
Huge Family Apt in Times Square - private elevator,40.75546,-73.99095,Entire home/apt,945,7.02
Cozy Private Room in Downtown Flushing法拉盛中心私人房间,40.76525,-73.83055,Private room,45,7.03
BROOKLYN! Cute Williamsburg room + Balcony +Trains,40.70766,-73.94974,Private room,70,7.03
"❋ FAB BROOKLYN ROOM ❋ PRIVATE ENSUITE, 2 BED'S ;-)",40.69826,-73.93474,Private room,58,7.03
Peaceful sunny flat with backyard,40.70999,-73.94807,Entire home/apt,235,7.04
Sunny Cozy Economic Garden Bedroom 4GR,40.66889,-73.92376,Private room,49,7.04
"1 Block from Subway, Central Location, Great Price",40.69144,-73.956,Private room,85,7.05
Astoria's Retreat 10min away from the city. Prkg,40.76683,-73.91435,Entire home/apt,199,7.06
"Mi casa es tu casa, Habitación 1",40.7432,-73.90304,Private room,50,7.06
Classic Elegance in Brownstone Near Subway,40.68927,-73.93035,Private room,69,7.07
Freshly NewPrivateROOM by the7train*15minToMidtown,40.74615,-73.90216,Private room,60,7.07
"Newly renovated, cozy 1 br appt great location!!!",40.61072,-73.98533,Entire home/apt,90,7.07
R Bright & Cozy & Modern room 30 mins to Manhattan,40.6921,-73.93398,Private room,59,7.08
CozyPlace 20%off Week Pvt Entrance 18min Manhattan,40.77612,-73.90456,Private room,96,7.08
Private and Spacious Queen Room Across From MSG,40.74902,-73.99211,Private room,100,7.08
Spend a Night or Seven with a Living NYC Artist!,40.84615,-73.91546,Private room,35,7.08
Brand new beautiful one bedroom apartment,40.73851,-73.80106,Entire home/apt,72,7.1
Cozy Sunny Private Room in Spacious 2-Bedroom,40.6844,-73.91878,Private room,40,7.11
Quiet and cosy room in Midtown Manhattan,40.75258,-73.99311,Private room,90,7.11
Charming Suite in Historic Home,40.62919,-74.08107,Entire home/apt,70,7.12
CozyHome Close2 LGA US OpenTennis 30min2 Manhattan,40.76689,-73.87661,Entire home/apt,99,7.12
Modern Studio near Bushwick & Train,40.69766,-73.90354,Entire home/apt,100,7.12
Bedstuy Cozy Room with Private Bathroom,40.68977,-73.95482,Private room,75,7.12
Perfect room in Williamsburg (10min to Manhattan),40.71273,-73.94841,Private room,84,7.13
Sunny Private Clean Room Downtown - steps2subway,40.71685,-73.99074,Private room,72,7.13
Luxury Modern Grand Central 2 BR  Apt Sleeps 5,40.74929,-73.9779,Entire home/apt,300,7.13
"Cozy Private Room, Walking Distance From LGA, Rm 4",40.76946,-73.87138,Private room,55,7.13
Modern Condo in Midtown,40.75895,-73.9883,Private room,150,7.14
Private room in Washington Heights!,40.84832,-73.93583,Private room,42,7.14
Private cozy spacious bedroom Queens NY,40.73872,-73.82863,Private room,29,7.14
幸福小屋,40.59164,-74.08197,Private room,55,7.14
Carroll Gardens Charm with Magical Manhattan Views,40.68418,-74.00313,Entire home/apt,175,7.14
Budget LIC-Beautiful garden-Midtown1stop-Breakfast,40.75358,-73.93703,Private room,79,7.14
Fully renovated 1 bedroom apartment,40.70737,-73.91138,Entire home/apt,74,7.16
Bed-study Deluxe,40.69278,-73.94372,Private room,55,7.17
Private Pristine Studio in Brooklyn,40.64932,-73.98018,Entire home/apt,90,7.17
Best Location + Private Roof Deck,40.73109,-73.98234,Private room,85,7.18
1BR trendy Bushwick apt & minutes from Manhattan!,40.693,-73.91078,Entire home/apt,99,7.18
"5 min from Manhattan, Williamsburg new building!",40.7087,-73.95941,Private room,70,7.18
"Staten Island - Free Wifi, Parking Space, Near NYC",40.61438,-74.0664,Entire home/apt,138,7.18
Cozy private studio TimesSquare Perfect Location,40.7617,-73.98931,Private room,150,7.19
Sunny and Cozy Private Chef’s Room in East Village,40.72695,-73.97974,Private room,150,7.19
"Cozy, Confortable,  Modern spacious and nice Room",40.74284,-73.99842,Private room,99,7.2
Luxe Long Island City Space Minutes From Manhattan,40.75038,-73.93904,Private room,89,7.2
Skylit Private Bedroom for LGA & JFK layovers,40.74454,-73.8592,Private room,60,7.21
"Classy apartment in downtown 
Everything you need",40.73223,-73.98134,Entire home/apt,279,7.22
Stunning 2 Bedrooms Apt Central Park West,40.78198,-73.97571,Entire home/apt,249,7.22
"Cozy Studio Apartment in Queens, NY",40.68132,-73.75403,Private room,89,7.23
Modern 3BR/2Bath Home 10 mins From JFK,40.68054,-73.76712,Entire home/apt,128,7.24
LARGE Private Room next to the Empire State,40.74906,-73.98454,Private room,135,7.24
Rock Rock Rockaway Beach House,40.58862,-73.81276,Entire home/apt,150,7.24
Cozy Apartment near Central Park,40.7857,-73.97459,Private room,90,7.24
BEAUTIFUL PRIVATE ROOM IN THE HOUSE,40.59099,-73.94856,Private room,60,7.24
Quite and Comfortable,40.6626,-73.87731,Private room,29,7.25
"Room with private entrace & bath, AC + roofdeck",40.67547,-73.97361,Entire home/apt,89,7.26
Large private bedroom 15 min from Manhattan,40.76896,-73.92404,Private room,65,7.26
Cozy LIC-Beautiful garden-Midtown1stop-Breakfast,40.75386,-73.93677,Private room,79,7.26
Master room W OWN bathroom,40.79074,-73.94232,Private room,70,7.27
Sunny Spacious room near central park,40.78828,-73.94385,Private room,82,7.27
"Spacious, Clean and Modern 2 Bedroom Suite",40.66002,-73.94363,Entire home/apt,150,7.27
"East Village 1BR - Sleek, Modern, Urban Oasis!",40.72625,-73.98625,Entire home/apt,169,7.27
NEW LUXURY BUSHWICK BUILDING,40.70574,-73.91737,Entire home/apt,225,7.27
1BEAUTIFUL ROOM WITH AIR CONDITION SHEEPSHEAD BAY,40.58625,-73.94591,Private room,50,7.27
Large luxury private room in Williamsburg!,40.71341,-73.94824,Private room,99,7.28
Private Room in a Bushwick Retreat,40.69938,-73.93342,Private room,75,7.28
"Comfortable- JFK,LGA Best Value",40.66102,-73.77035,Private room,50,7.28
UPPER WEST SIDE: Renovated Private Cozy Room & BR,40.78536,-73.97116,Private room,82,7.29
XtraLarge Room SuperComfortable Bed 15mntsToTimeSq,40.82008,-73.93863,Private room,75,7.3
Bright One Bdr Apartment in Center of Manhattan,40.76129,-73.96178,Private room,85,7.3
Luxury  suite.(private),40.61059,-74.00602,Entire home/apt,65,7.31
Upper East Side Cozy Private Room,40.77375,-73.9541,Private room,100,7.31
"LGA cozy apt, Close to Astoria, Manhattan, JFK",40.76956,-73.87347,Entire home/apt,99,7.32
(=CUTE ROOM IN HELL'S KITCHEN=),40.76583,-73.98669,Private room,86,7.33
"43rd Street “TIME SQUARE”
Single bed.",40.75792,-73.99172,Shared room,65,7.33
"Vibrant area, bohemian vibe",40.72633,-73.95859,Private room,55,7.33
Family Place in❤️of Manhattan,40.76392,-73.98805,Entire home/apt,155,7.33
Private 4C Room in 4BR/2BA APT in Hell's Kitchen,40.75983,-73.99119,Private room,115,7.34
clean& airy in Brooklyn w/private bathroom and AC!,40.71601,-73.93962,Private room,105,7.34
Beauty In The East-Mins to Subway/JFK/LGA/Manhatta,40.65905,-73.8976,Entire home/apt,150,7.36
Amazing Luxury Apt in the middle of Manhattan,40.7421,-73.97404,Entire home/apt,539,7.36
2 Bedroom 10 Minutes from JFK Airport 2nd Floor,40.6756,-73.78244,Entire home/apt,150,7.38
Luxury gallery apartment in beautiful Greenpoint,40.71882,-73.94159,Entire home/apt,190,7.38
Large Private Room near Central Park with Key,40.80584,-73.94066,Private room,79,7.38
Private Room C In Prime Location,40.74535,-73.99023,Private room,105,7.39
"SPACIOUS, PRIVATE ROOM IN MIDTOWN, PARK AVENUE",40.74475,-73.98337,Private room,145,7.39
Hell's Kitchen Comfy Loft Bedroom (for one person),40.76199,-73.99253,Private room,62,7.41
Comfortable and Cozy Home,40.82715,-73.94667,Private room,55,7.41
*PRIVATE* Loft 5 minutes away from LaGuardia,40.75703,-73.85827,Entire home/apt,72,7.42
East Side Private Bedroom,40.74274,-73.97918,Private room,115,7.43
Queens Corner Lot,40.70524,-73.73349,Entire home/apt,150,7.43
One cozy private BR close to the mecca of shopping,40.76026,-73.9659,Private room,80,7.45
Convenient and friendly home  away from home,40.75966,-73.88295,Private room,45,7.47
Room next to Central Park,40.76464,-73.9593,Private room,115,7.47
“TIME SQUARE” 43rd street SINGLE BED,40.75964,-73.99002,Shared room,70,7.47
My Little Cottage,40.75015,-73.85961,Entire home/apt,69,7.5
Spacious Stylish 2 br duplex in HK ft from Time SQ,40.7612,-73.98886,Entire home/apt,300,7.5
"Queen size bed room , New York Apartment",40.80935,-73.9442,Private room,63,7.5
"TIME SQUARE” 43rd street
Private room on 1st floor",40.75938,-73.98986,Private room,145,7.5
Prime location cozy studio,40.76207,-73.98935,Entire home/apt,160,7.5
"ALL NEW LUXURY APT- 1ST FL 4BR/2 BTH,10MIN-JFK/LGA",40.71378,-73.80292,Entire home/apt,275,7.5
Spring Room 春,40.7385,-73.79145,Private room,55,7.5
SUBURBAN VIBES ONLY 25 MINS FROM BARCLAYS CENTER !,40.63626,-73.90696,Entire home/apt,69,7.5
Lovely bedroom in Brooklyn,40.68797,-73.95439,Private room,75,7.5
The Secret Garden,40.84433,-73.93948,Private room,60,7.5
Steps away from Columbia University/ Morningside P,40.80526,-73.95522,Entire home/apt,195,7.5
"Comfy Space in Living Room, Midtown Manhattan",40.75624,-73.97171,Shared room,99,7.5
Coote Luxe Suite - Modern and Comfortable  APT,40.64127,-73.89119,Entire home/apt,100,7.5
Luxurious Large private room near LGA (#01),40.76566,-73.87215,Private room,70,7.5
"Chic, modern Studio with balcony access",40.69424,-73.92652,Entire home/apt,89,7.5
Bright LARGE 2 BEDS! near Manhattan,40.7668,-73.87759,Private room,65,7.53
Cottage by the Water,40.65628,-73.83172,Entire home/apt,220,7.53
Art & home,40.76314,-73.83,Private room,60,7.55
Amazing East Village Xtra Large Studio Apartment!,40.72361,-73.9847,Entire home/apt,150,7.55
Comfy LGA apt in Queens,40.76115,-73.88239,Entire home/apt,150,7.55
Bedroom One In Private House Near JFK Airport,40.6718,-73.79719,Private room,80,7.56
Gorgeous Luxury Brooklyn 1 Bedroom Apt,40.67561,-73.88072,Entire home/apt,106,7.56
Private Bedroom in Manhattan,40.82264,-73.94041,Private room,49,7.57
"20min To Times Square, 10min LGA",40.78088,-73.90819,Private room,39,7.57
Bedstuy Cozy Go Green,40.68374,-73.9456,Private room,50,7.57
It's a Delightful Day in Bed-Stuy!,40.67627,-73.90795,Private room,48,7.57
Cozy Comfortable Studio Suite,40.63814,-73.90002,Entire home/apt,75,7.58
"Absolutely stunning 3bed 1ba, Thank me later!",40.69269,-73.92178,Entire home/apt,201,7.58
WeLive Wall Street -- One Bedroom Apartment,40.70583,-74.00545,Entire home/apt,225,7.59
"Sunny room B in upper west side NY, Columbia",40.81376,-73.95954,Private room,85,7.59
Enjoy the Times Square experience with the family!,40.75976,-73.98761,Private room,249,7.59
TW #5 Private Rm - 1st Fl. Queen Bed 1 to 2 Guests,40.83715,-73.83489,Private room,60,7.59
Beautiful! 3 bed 2bath 5min JFK & Resorts Casino,40.67196,-73.77821,Entire home/apt,155,7.6
Master room   套房,40.7386,-73.79248,Private room,80,7.6
"Private Room Midtown Park Avenue, Steal!",40.74631,-73.98502,Private room,145,7.61
Queens Village Morden 93,40.72052,-73.73628,Entire home/apt,69,7.63
"SIMPLEHOME
Nothing fancy just quiet Place",40.75381,-73.92559,Entire home/apt,93,7.64
"Manhattan, Room w/3 Beds Near Metro & Central Park",40.79428,-73.94433,Private room,69,7.64
Newly renovated with elevator room 2,40.7126,-73.99376,Private room,55,7.64
Authentic Midtown Manhattan Studio,40.74595,-73.98439,Entire home/apt,250,7.64
Beautiful Modern Brooklyn Gem,40.6543,-73.91488,Entire home/apt,85,7.65
Brooklyn Palace,40.656,-73.89719,Entire home/apt,80,7.65
Private room in a beautiful apartment,40.69019,-73.91384,Private room,51,7.66
2 Mins Walking Distance to Empire State Building!,40.74829,-73.98715,Private room,100,7.66
Private Room A In Prime Location,40.74698,-73.98906,Private room,110,7.67
Large Private Suite in the Heart of Midtown,40.74845,-73.99257,Private room,100,7.67
"Mi casa es tu casa, habitación 2",40.74351,-73.90405,Private room,44,7.67
Amazing Times Square Room close to Everything,40.76538,-73.98293,Private room,150,7.69
Private Entire Studio 10min to LGA! 全独立套房十分钟法拉盛中心,40.77857,-73.84408,Entire home/apt,65,7.69
Private Bed and Essentials for NYC Solo Travelers,40.75976,-73.98727,Private room,299,7.69
Private Room in quiet XL East Village apartment!,40.72504,-73.98327,Private room,68,7.69
Bright and spacious room in Bushwick,40.69629,-73.91351,Private room,50,7.7
⏩ It's Always Sunny At The Bleu Hauz ⏪,40.67117,-73.95653,Entire home/apt,110,7.7
Spacious Room in East Village/NoHo,40.72816,-73.98843,Private room,163,7.71
Modern Rooftop Loft W/ Private Ensuite & Cityviews,40.6752,-73.93215,Private room,75,7.71
Private room with balcony with ROOFTOP terrace,40.66342,-73.94519,Private room,90,7.71
Beautiful Bedroom in Manhattan,40.82124,-73.93838,Private room,49,7.72
Cozy private Apartment in Convenient Neighborhood,40.74377,-73.90482,Entire home/apt,120,7.72
Great Bedroom in Manhattan,40.82085,-73.94025,Private room,49,7.75
Twin bed-Close to Columbia U & Central Park,40.80172,-73.95538,Private room,100,7.75
"Cozy room in the middle of LES, SoHo",40.72268,-73.9893,Private room,115,7.76
Spacious Cozy Private Room close to Central Park,40.77601,-73.95114,Private room,90,7.76
Hidden Gem in Canarsie-FREE private parking,40.64516,-73.89684,Entire home/apt,100,7.77
BEST DEAL in NYC - Cute and Cozy Room Times Square,40.75854,-73.98988,Private room,35,7.77
"HEART OF BROOKLYN, QUEEN BED, 1 BLOCK FROM SUBWAY!",40.6908,-73.95507,Private room,79,7.79
"Clean, cozy room in a great location!",40.73089,-73.98429,Private room,90,7.79
queens get away!!,40.68209,-73.73662,Private room,65,7.79
2 JFK Layover - Express train to Manhattan-30 mins,40.68237,-73.84874,Private room,45,7.79
Huge Studio style room in Manhattan -Private Bath,40.80728,-73.94619,Private room,80,7.83
Your Hide-A-Way in New York City-Times Square,40.7585,-73.98221,Private room,300,7.83
Nice and cozy ✌ holiday apartment✿,40.75869,-73.96725,Entire home/apt,195,7.83
Affordable master room near of LGA in Queens,40.75243,-73.89553,Private room,59,7.84
Brand new renovated retreat 5 min from JFK!,40.66648,-73.7526,Private room,65,7.85
Gorgeous Apt close to ❤️Times Square❤️,40.76512,-73.98726,Entire home/apt,500,7.86
Trendy Brooklyn Room - 20mins from Manhattan,40.67104,-73.99362,Private room,75,7.87
Montauk Guest Suite,40.66996,-73.87637,Entire home/apt,85,7.87
Cozy East Village Apartment,40.72423,-73.98816,Private room,100,7.88
Sun soaked private room with all the amenities!,40.67692,-73.92241,Private room,60,7.88
Beautiful and cozy 2Br with private terrace,40.72278,-73.98902,Entire home/apt,350,7.89
Gorgeous 2br apartment on Madison Ave,40.74602,-73.98486,Entire home/apt,339,7.89
Manhattan Beach Condo,40.58495,-73.93278,Entire home/apt,150,7.89
WeLive Wall Street -- Studio Apartment,40.70426,-74.00711,Entire home/apt,215,7.9
"Your NY home for Quality time , Fully Equipped !",40.69231,-73.92567,Entire home/apt,90,7.91
"Big, Pretty & Right in the City!",40.82763,-73.94404,Private room,63,7.92
The Logan’s Oasis - 8 min. to JFK & 20 min. to LGA,40.69242,-73.79673,Entire home/apt,90,7.92
Verona TwentyOne - PHOEBE'S PLACE,40.68037,-73.94775,Entire home/apt,150,7.94
A Simple Studio.,40.69362,-73.76953,Entire home/apt,99,7.94
Bed in Family Home Near LGA Airport,40.76389,-73.87155,Shared room,38,7.96
Bedstuy Blues: Room for one or two,40.69315,-73.94191,Private room,60,7.96
Cozy 2 Bedroom in the East Village,40.72877,-73.98848,Entire home/apt,200,7.96
"The Red Brick Abode, in the heart of Williamsburg",40.71317,-73.96066,Entire home/apt,160,7.96
Brooklyn Creative Snooze Factory,40.69271,-73.94353,Private room,70,7.97
A private bedroom in the Heart of the East Village,40.73099,-73.98477,Private room,89,7.97
"Room #2 Near JFK airport, Race-Track, Casino.",40.67393,-73.82003,Private room,75,7.98
"Bright, cozy getaway in the center of all..",40.76088,-73.99081,Entire home/apt,144,7.98
"HUGE SPACE, HEART OF BROOKLYN, 1 BLOCK FROM SUBWAY",40.69012,-73.95433,Private room,200,7.99
Warm and Cozy Bedroom ~ 15 minutes to JFK,40.61036,-73.7687,Private room,82,8
Comfy Bronx home away from home,40.86925,-73.89974,Private room,35,8
LYRIC - Hotel Deluxe Studio Suite with Kitchen,40.70571,-74.00784,Entire home/apt,299,8
Midtown Steal by Rockefeller Center,40.75455,-73.9695,Private room,125,8
Bright Lusurious  2 BedRoom 3 BED Apartment in NY,40.76276,-73.9895,Entire home/apt,450,8
Garden Flat,40.68129,-73.74745,Entire home/apt,85,8
Manhattan ☯ Brooklyn | Best of Both❤️,40.71261,-73.98857,Entire home/apt,300,8
Relax comfortably 1BR w/AC in the Heart of Queens1,40.75938,-73.88219,Private room,70,8
Peaches Cozy Corner,40.69544,-73.77663,Private room,50,8.02
Centrally  Located Beautiful Escape,40.64922,-73.93301,Private room,35,8.02
Comfy Brooklyn escape w/ quick access to Manhattan,40.69153,-73.9951,Private room,75,8.02
1 JFK Layover - Express train to Manhattan,40.68069,-73.8494,Private room,44,8.03
"Hotel-like Private Room, KING Bed 25 min NYC",40.73612,-73.89519,Private room,50,8.03
Entire apt in Manhattan. 15 mins to Times Square!,40.80942,-73.93701,Entire home/apt,50,8.06
Brand new independent one bedroom apartment,40.73736,-73.80071,Entire home/apt,69,8.06
Great location in the heart of Manhattan,40.76313,-73.98978,Private room,100,8.07
AMAZING ENTIRE 1 BEDROOM APARTMENT (No hot water),40.82306,-73.90821,Entire home/apt,75,8.11
Private brownstone studio Brooklyn,40.67926,-73.97711,Entire home/apt,160,8.14
THE SMALL CHATEAU IN THE TREES,40.72408,-73.98297,Entire home/apt,165,8.16
Private large room near LGA airport with queen bed,40.76509,-73.8717,Private room,45,8.17
Cozy Studio in the heart of Washington Square Park,40.72925,-73.99927,Entire home/apt,200,8.18
Bright & Meditative room in Williamsburg!,40.71143,-73.94189,Private room,69,8.18
Luxurious cozy private room near LGA (#02),40.76625,-73.87347,Private room,60,8.18
Convenient clean downtown private room + BREAKFAST,40.7123,-73.9956,Private room,155,8.21
